Elliptic curve parameters:
name = secp256k1
mode = test
p = 10007
a = 48
b = 22
g = (4, 1668)
n = 9967

----------------------------------------------------------------------------------------------------------------------------------------------------------------------
case  s           s_zk        s_rxk       s_zr        z           r           x           k           q           a           m1                  m2                  
A     1678        23          1655        2009        7473        1322        8208        5527        331         23          1                   3687/1655           
A     4094        358         3736        4561        9392        7931        396         8649        467         358         1                   8655/3736           
A     6655        1851        4804        9057        4291        8601        5819        1048        2402        1851        1                   3928/1201           
A     795         78          717         1512        7794        4742        2532        2064        717         78          1                   769/239             
A     5604        1648        3956        9560        8964        4969        3014        9389        3956        1648        1                   3791/989            
A     4149        1487        2662        6811        2257        714         8501        8740        2662        1487        1                   5480/1331           
A     4624        204         4420        9044        5697        3037        953         1942        4420        204         1                   201/65              
A     3428        1493        1935        5363        6965        5161        8873        9339        1935        1493        1                   8791/1935           
A     5003        658         4345        5872        7962        2587        8192        5786        869         658         1                   2175/869            
A     2533        49          2484        2809        5798        8398        7415        3457        276         49          1                   2671/1242           
A     2781        69          2712        3685        2912        1497        7415        4453        904         69          1                   3233/1356           
A     5073        1491        3582        6864        187         623         9394        7310        1791        1491        1                   3979/1194           
A     7671        201         7470        7920        9131        3138        8387        3183        249         201         1                   5197/2490           
A     4456        2099        2357        6813        7576        2986        798         5635        2357        2099        1                   11269/2357          
A     2560        1207        1353        3913        6524        5722        2317        9544        1353        1207        1                   6473/1353           
A     3030        699         2331        3807        6804        2255        6922        901         777         699         1                   2279/777            
A     4199        5           4194        6296        6122        2378        8485        6312        2097        5           1                   10495/4194          
A     6278        1097        5181        8005        9958        218         4128        2093        1727        1097        1                   4761/1727           
A     7854        258         7596        8276        3564        7128        3028        386         422         258         1                   8065/3798           
A     1819        17          1802        3621        213         17          3087        3416        1802        17          1                   160/53              
A     7589        1074        6515        8892        6778        9336        2329        3347        1303        1074        1                   16481/6515          
A     4649        1855        2794        7443        2431        6153        8967        6286        2794        1855        1                   6046/1397           
A     2251        339         1912        2729        7183        7127        1019        7894        478         339         1                   1245/478            
A     1733        291         1442        3175        9510        8935        1042        3707        1442        291         1                   2454/721            
A     8476        8           8468        8549        4460        4277        414         1466        73          8           1                   17025/8468          
A     4589        758         3831        8420        8183        4800        8204        4078        3831        758         1                   13009/3831          
A     4251        538         3713        7964        2211        3078        7898        4418        3713        538         1                   12215/3713          
A     5761        2271        3490        9251        8464        2096        4371        8553        3490        2271        1                   7506/1745           
A     3199        391         2808        3667        3218        952         5284        251         468         391         1                   3433/1404           
A     4642        1032        3610        8252        8323        771         1343        5092        3610        1032        1                   6447/1805           
A     2059        45          2014        3066        2849        5707        571         35          1007        45          1                   5125/2014           
A     6228        3111        3117        9345        9334        9905        8274        7553        3117        3111        1                   5191/1039           
A     2658        3           2655        2667        4884        9239        8137        4708        9           3           1                   355/177             
A     3969        369         3600        4569        3227        2287        5772        7907        600         369         1                   1423/600            
A     7349        177         7172        8001        6918        7699        716         3246        652         177         1                   7675/3586           
A     6713        1400        5313        8484        4168        1829        9427        2736        1771        1400        1                   2171/759            
A     6265        1267        4998        8764        1761        5246        1967        9181        2499        1267        1                   2147/714            
A     7382        641         6741        9629        1625        239         4846        166         2247        641         1                   17011/6741          
A     4402        1101        3301        7703        6852        3258        5337        2457        3301        1101        1                   12105/3301          
A     2950        966         1984        3942        1055        136         2264        2051        992         966         1                   1723/496            
A     5126        14          5112        5765        8694        4748        2264        321         639         14          1                   10891/5112          
A     8185        410         7775        9740        1190        4196        6589        8711        1555        410         1                   717/311             
A     6106        504         5602        8907        3987        4667        6589        2520        2801        504         1                   15013/5602          
A     5378        1316        4062        7409        3614        2520        5234        8616        2031        1316        1                   12787/4062          
A     6281        185         6096        7297        4940        9341        6545        454         1016        185         1                   2263/1016           
A     2957        263         2694        4304        6755        4616        6774        7711        1347        263         1                   7261/2694           
A     1126        202         924         1434        5497        2167        764         6658        308         202         1                   640/231             
A     3958        86          3872        4046        5396        2716        8749        713         88          86          1                   2001/968            
A     4115        5           4110        4389        2787        9754        1598        7739        274         5           1                   4252/2055           
A     2889        455         2434        4106        3862        5302        4005        204         1217        455         1                   6995/2434           
A     5442        1068        4374        9816        4780        6074        8573        1660        4374        1068        1                   2543/729            
A     7516        352         7164        9904        8731        7185        2236        8741        2388        352         1                   4355/1791           
A     9547        107         9440        9665        8734        6847        9271        6782        118         107         1                   4803/2360           
A     4439        1249        3190        7629        8167        5461        1005        1367        3190        1249        1                   6034/1595           
A     8368        150         8218        8955        5140        3560        3223        2230        587         150         1                   17323/8218          
A     8563        23          8540        8868        6542        7939        6170        8640        305         23          1                   17431/8540          
A     3712        96          3616        5520        5359        6332        8907        6437        1808        96          1                   577/226             
A     2006        137         1869        2629        3025        2103        7355        4659        623         137         1                   1545/623            
A     3172        798         2374        4359        3677        3956        7272        2494        1187        798         1                   7531/2374           
A     4184        96          4088        4476        9392        3511        2789        4992        292         96          1                   2165/1022           
A     4867        132         4735        5814        3070        7495        1099        8584        947         132         1                   10681/4735          
A     7208        296         6912        7640        4957        4037        5445        553         432         296         1                   58/27               
A     5481        2472        3009        8490        9621        3317        5445        5178        3009        2472        1                   4657/1003           
A     7381        682         6699        8338        8468        4702        7502        332         957         682         1                   1429/609            
A     5373        2207        3166        8539        8172        7669        7502        7195        3166        2207        1                   6956/1583           
A     3233        276         2957        6190        533         1358        7175        1777        2957        276         1                   9423/2957           
A     2157        10          2147        2176        7601        1979        7175        4617        19          10          1                   4333/2147           
A     3651        1315        2336        5987        7366        8156        1698        9476        2336        1315        1                   4819/1168           
A     3610        733         2877        4569        5889        6835        4966        2593        959         733         1                   8179/2877           
A     7109        905         6204        9177        5430        1505        7197        8306        2068        905         1                   8143/3102           
A     8005        133         7872        8251        2145        3986        8568        7509        246         133         1                   254/123             
A     5740        1596        4144        7812        9656        8692        2060        9385        2072        1596        1                   121/37              
A     2158        855         1303        3461        3796        7828        5485        1594        1303        855         1                   5619/1303           
A     4457        665         3792        5405        9836        1100        8486        9125        948         665         1                   4931/1896           
A     4294        653         3641        7935        6710        7495        801         1383        3641        653         1                   12229/3641          
A     5226        231         4995        5781        9678        1394        5260        7690        555         231         1                   1223/555            
A     3182        114         3068        4716        4707        2326        7413        9516        1534        114         1                   3949/1534           
A     8838        198         8640        9126        3267        1156        8159        9363        288         198         1                   499/240             
A     7324        450         6874        7815        6982        6809        7684        3606        491         450         1                   15139/6874          
A     2914        46          2868        5782        1836        9525        9208        8219        2868        46          1                   2174/717            
A     5714        886         4828        8128        9102        5049        7364        8445        2414        886         1                   6921/2414           
A     3285        923         2362        4466        6404        6304        459         9480        1181        923         1                   7751/2362           
A     5533        1806        3727        9260        1239        7714        459         8617        3727        1806        1                   14793/3727          
A     4491        475         4016        8507        8559        8977        6355        6944        4016        475         1                   6499/2008           
A     2404        1110        1294        3698        8131        986         8800        2312        1294        1110        1                   3051/647            
A     3196        914         2282        4337        5086        7238        1246        3704        1141        914         1                   7533/2282           
A     2757        56          2701        2830        1293        1567        3431        9836        73          56          1                   151/73              
A     4040        1196        2844        5462        7341        5843        9540        6710        1422        1196        1                   4751/1422           
A     4747        379         4368        5475        6351        2063        4786        587         728         379         1                   5111/2184           
A     5158        2098        3060        8218        2112        4204        4786        690         3060        2098        1                   3344/765            
A     4542        881         3661        8203        3341        4889        1015        2005        3661        881         1                   12745/3661          
A     2697        489         2208        3249        4219        1482        8883        6518        552         489         1                   991/368             
A     3121        151         2970        6091        639         9493        3725        7378        2970        151         1                   4606/1485           
A     5607        303         5304        6049        7964        1654        4360        4329        442         303         1                   1457/663            
A     6821        1105        5716        8250        4216        6872        9352        1005        1429        1105        1                   15071/5716          
A     4388        802         3586        6181        7884        7562        9352        5464        1793        802         1                   10569/3586          
A     312         50          262         574         6185        9561        9352        3368        262         50          1                   443/131             
A     4522        22          4500        5422        7102        1828        9007        2717        900         22          1                   2486/1125           
A     4794        1084        3710        6649        6022        16          9961        169         1855        1084        1                   11443/3710          
A     7226        296         6930        7688        1607        7801        6839        3920        462         296         1                   7457/3465           
A     3176        1038        2138        5314        2335        2128        2823        9865        2138        1038        1                   4245/1069           
A     726         353         373         1099        4444        9032        7368        6955        373         353         1                   1825/373            
A     1354        360         994         2348        9727        6801        9814        4982        994         360         1                   1851/497            
A     1361        26          1335        1806        1136        8828        1985        9774        445         26          1                   3167/1335           
A     4180        877         3303        5281        3514        3425        1985        2726        1101        877         1                   9461/3303           
A     4579        125         4454        6806        4665        5721        3890        4412        2227        125         1                   11385/4454          
A     850         46          804         1654        2534        7883        4961        2714        804         46          1                   626/201             
A     3441        75          3366        3594        3357        9879        381         98          153         75          1                   2345/1122           
A     6847        302         6545        7782        9058        6669        426         1765        935         302         1                   14629/6545          
A     1691        401         1290        2336        6882        8409        6711        6875        645         401         1                   4027/1290           
A     8581        265         8316        9505        7600        9424        9507        8531        924         265         1                   9043/4158           
A     936         167         769         1705        9542        6797        7725        5886        769         167         1                   2641/769            
A     5136        570         4566        7419        2202        9821        1371        815         2283        570         1                   4185/1522           
A     2879        219         2660        5539        3256        1970        3040        7209        2660        219         1                   4209/1330           
A     8196        251         7945        9785        700         7774        5191        6365        1589        251         1                   17981/7945          
A     5234        932         4302        9536        1703        6502        5391        6614        4302        932         1                   7385/2151           
A     2813        567         2246        3936        7230        2209        6438        7953        1123        567         1                   6749/2246           
A     4086        488         3598        5885        2391        9686        6324        9146        1799        488         1                   9971/3598           
A     6272        623         5649        7079        3123        5348        3989        3747        807         623         1                   13351/5649          
A     3034        364         2670        3924        4877        2490        6267        5565        890         364         1                   3479/1335           
A     8296        472         7824        8948        6414        4455        1118        5644        652         472         1                   1437/652            
A     3955        573         3382        5646        3047        4058        4262        7805        1691        573         1                   9601/3382           
A     7720        1212        6508        9347        2777        8969        7869        5359        1627        1212        1                   17067/6508          
A     4793        393         4400        5343        9587        222         7528        8366        550         393         1                   1267/550            
A     6023        60          5963        6090        7377        8079        7528        3271        67          60          1                   12113/5963          
A     6191        713         5478        8930        3193        6764        116         3000        2739        713         1                   15121/5478          
A     7251        597         6654        8360        7308        5522        7226        2991        1109        597         1                   15611/6654          
A     9099        13          9086        9158        7233        6216        1782        3744        59          13          1                   18257/9086          
A     5581        1779        3802        7482        4127        6153        5349        3681        1901        1779        1                   13063/3802          
A     4413        1171        3242        7655        5827        7666        9055        2920        3242        1171        1                   6034/1621           
A     3376        310         3066        3887        7923        8078        612         5588        511         310         1                   2421/1022           
A     2383        1160        1223        3606        3139        1865        6701        5249        1223        1160        1                   5989/1223           
A     9722        47          9675        9947        8090        6850        6701        8820        225         47          1                   19669/9675          
A     5822        1883        3939        9761        416         7331        4347        7935        3939        1883        1                   15583/3939          
A     4473        1132        3341        7814        6264        9545        2404        9388        3341        1132        1                   12287/3341          
A     3835        675         3160        4625        341         1475        3448        8566        790         675         1                   423/158             
A     8364        160         8204        8950        7189        5888        1626        7355        586         160         1                   8657/4102           
A     5135        223         4912        7591        9553        7806        3230        7246        2456        223         1                   6363/2456           
A     6754        268         6486        8916        3610        5309        4468        486         2162        268         1                   7835/3243           
A     788         12          776         982         231         4621        4468        2330        194         12          1                   885/388             
A     3719        417         3302        5370        5662        2395        5806        882         1651        417         1                   9089/3302           
A     4883        1953        2930        7813        5624        7326        3783        6212        2930        1953        1                   6348/1465           
A     4997        969         4028        7011        1796        6902        6378        1116        2014        969         1                   158/53              
A     1351        312         1039        2390        6586        9813        5575        3166        1039        312         1                   3741/1039           
A     6359        3111        3248        9607        1120        6763        5185        777         3248        3111        1                   7983/1624           
A     4978        1252        3726        8704        3636        748         663         1042        3726        1252        1                   6841/1863           
A     5003        363         4640        7323        9854        5051        663         5289        2320        363         1                   6163/2320           
A     3331        757         2574        5905        2396        9541        257         9855        2574        757         1                   4618/1287           
A     2061        530         1531        3592        5950        9254        4331        5461        1531        530         1                   5653/1531           
A     3499        494         3005        6504        1879        4613        6357        3167        3005        494         1                   10003/3005          
A     4847        317         4530        5300        623         5064        4928        5072        453         317         1                   10147/4530          
A     4068        112         3956        6046        4199        7647        9187        5806        1978        112         1                   5057/1978           
A     5324        20          5304        5528        8363        9715        9187        9793        204         20          1                   2713/1326           
A     5693        2254        3439        9132        877         4545        2146        8083        3439        2254        1                   14825/3439          
A     3761        43          3718        4047        1556        3942        8098        9935        286         43          1                   3904/1859           
A     4796        1262        3534        8330        9030        4714        682         5998        3534        1262        1                   6563/1767           
A     9376        291         9085        9771        6575        3961        2935        9629        395         291         1                   19147/9085          
A     5801        2150        3651        9452        6793        5260        9758        4942        3651        2150        1                   15253/3651          
A     5315        2090        3225        8540        5328        4813        8872        8729        3225        2090        1                   2771/645            
A     4613        251         4362        6067        4388        8894        3615        5004        1454        251         1                   1780/727            
A     7451        473         6978        8614        8729        5049        6787        8445        1163        473         1                   5355/2326           
A     2421        541         1880        4301        3058        2045        1006        8419        1880        541         1                   3361/940            
A     4236        29          4207        4837        6863        9487        4902        61          601         29          1                   9073/4207           
A     3199        154         3045        3402        2388        6788        7241        2112        203         154         1                   943/435             
A     6358        1336        5022        8869        9618        9656        269         8421        2511        1336        1                   15227/5022          
A     3753        711         3042        5274        1160        7033        8266        8653        1521        711         1                   1003/338            
A     3136        538         2598        5734        4631        4635        8234        8170        2598        538         1                   4435/1299           
A     2690        1163        1527        4217        4493        9298        7923        2751        1527        1163        1                   6907/1527           
A     5588        1355        4233        9821        5887        5477        4233        8220        4233        1355        1                   15409/4233          
A     8982        202         8780        9860        5790        8385        5137        8855        878         202         1                   9421/4390           
A     3619        311         3308        6927        8624        6971        2249        1395        3308        311         1                   5273/1654           
A     8079        50          8029        8296        1544        2226        6064        2027        217         50          1                   16375/8029          
A     3532        734         2798        6330        7442        1833        6064        2376        2798        734         1                   4931/1399           
A     4111        16          4095        4150        4737        1924        6064        6247        39          16          1                   8261/4095           
A     3696        24          3672        3723        2028        6445        1491        5013        27          24          1                   2473/1224           
A     6430        1968        4462        8661        556         2830        1491        864         2231        1968        1                   15091/4462          
A     629         29          600         1229        7763        5910        8998        918         600         29          1                   929/300             
A     6548        262         6286        9691        3282        2478        3413        6748        3143        262         1                   16239/6286          
A     1804        436         1368        3172        9523        8164        8804        5207        1368        436         1                   622/171             
A     5593        665         4928        8057        6028        2212        452         1265        2464        665         1                   975/352             
A     5828        2708        3120        8948        1365        8557        127         2857        3120        2708        1                   1847/390            
A     1776        349         1427        3203        4316        2668        4529        104         1427        349         1                   4979/1427           
A     5104        1688        3416        6812        7074        2585        2323        623         1708        1688        1                   2979/854            
A     9439        339         9100        9789        836         5794        2933        2516        350         339         1                   4807/2275           
A     4520        412         4108        5547        3313        6169        4285        8499        1027        412         1                   10067/4108          
A     7251        128         7123        7670        5068        6991        2458        3776        419         128         1                   14921/7123          
A     6194        2650        3544        9738        2858        8422        4048        5518        3544        2650        1                   3983/886            
A     3984        612         3372        5108        4303        8861        7033        1288        1124        612         1                   2273/843            
A     8231        419         7812        8789        5954        4610        4871        9038        558         419         1                   4255/1953           
A     9445        7           9438        9458        9655        2717        6290        2332        13          7           1                   6301/3146           
A     5328        806         4522        9850        6938        6716        5202        7999        4522        806         1                   7589/2261           
A     4721        172         4549        9270        656         9343        6550        8691        4549        172         1                   13991/4549          
A     5788        678         5110        6518        2431        8096        7442        7864        730         678         1                   879/365             
A     4877        2436        2441        7318        6548        4461        1175        5955        2441        2436        1                   12195/2441          
A     2946        216         2730        3492        8046        4839        8539        7492        546         216         1                   1073/455            
A     4835        1511        3324        6497        4843        9637        5014        7899        1662        1511        1                   2833/831            
A     6857        1262        5595        8722        1648        3501        1872        8988        1865        1262        1                   5193/1865           
A     5708        593         5115        6731        8414        6067        7055        4152        1023        593         1                   12439/5115          
A     3578        1062        2516        4836        7839        6199        3655        9189        1258        1062        1                   4207/1258           
A     2198        100         2098        3247        6610        4794        9677        6514        1049        100         1                   5445/2098           
A     5011        149         4862        7442        7865        4245        9677        7506        2431        149         1                   12453/4862          
A     1007        143         864         1151        2404        2003        2210        4059        144         143         1                   1079/432            
A     4252        654         3598        6051        5907        816         1111        1625        1799        654         1                   10303/3598          
A     906         3           903         1035        3069        5963        1111        4813        129         3           1                   647/301             
A     7159        959         6200        8399        7233        6898        3343        7083        1240        959         1                   7779/3100           
A     3069        1090        1979        5048        4581        9063        222         5507        1979        1090        1                   8117/1979           
A     4234        81          4153        8387        1179        5240        4469        1750        4153        81          1                   12621/4153          
A     4023        1754        2269        6292        5978        7107        2283        1921        2269        1754        1                   10315/2269          
A     5276        929         4347        9623        5600        8956        6195        3049        4347        929         1                   14899/4347          
A     4093        421         3672        7765        839         5462        485         1925        3672        421         1                   5929/1836           
A     3645        321         3324        5307        2063        2568        5291        9542        1662        321         1                   746/277             
A     6826        1138        5688        8722        6362        7797        5291        8388        1896        1138        1                   3887/1422           
A     6014        22          5992        6228        2731        5900        4084        5270        214         22          1                   6121/2996           
A     5056        1066        3990        6386        6841        3180        5152        5082        1330        1066        1                   1907/665            
A     4357        602         3755        8112        6133        3445        7106        8849        3755        602         1                   12469/3755          
A     1290        380         910         1745        3567        4882        965         4890        455         380         1                   607/182             
A     8029        757         7272        9847        1099        5260        965         5025        1818        757         1                   4469/1818           
A     4275        495         3780        5535        567         959         6658        3165        1260        495         1                   109/42              
A     6349        173         6176        6735        1403        6299        2163        4156        386         173         1                   3271/1544           
A     3349        235         3114        3868        2769        2827        8974        3452        519         235         1                   7217/3114           
A     8471        301         8170        8901        6984        271         5838        2850        430         301         1                   202/95              
A     6203        35          6168        6717        3135        9807        8721        8282        514         35          1                   1615/771            
A     633         53          580         749         2899        320         5447        7275        116         53          1                   691/290             
A     6951        489         6462        7669        6560        4579        1930        3879        718         489         1                   7310/3231           
A     1932        100         1832        3764        3116        7614        1930        5297        1832        100         1                   712/229             
A     5103        1182        3921        9024        1738        5155        1651        5334        3921        1182        1                   4709/1307           
A     6064        2           6062        6930        2624        6270        7751        4748        866         2           1                   6497/3031           
A     7581        205         7376        9425        4145        5629        7839        2597        1844        205         1                   8503/3688           
A     644         68          576         836         3466        4469        2818        2128        192         68          1                   185/72              
A     2438        272         2166        2799        1598        1218        348         2757        361         272         1                   5237/2166           
A     7108        1098        6010        8310        2230        5680        2469        3737        1202        1098        1                   7709/3005           
A     7497        1052        6445        8786        1996        6446        9195        1938        1289        1052        1                   16283/6445          
A     2799        195         2604        3171        9793        841         8029        4295        372         195         1                   995/434             
A     6952        817         6135        8179        467         4969        8029        578         1227        817         1                   15131/6135          
A     5316        1546        3770        7201        754         6923        4079        1932        1885        1546        1                   12517/3770          
A     8538        123         8415        9303        7520        5609        169         4680        765         123         1                   5947/2805           
A     8790        270         8520        9145        8955        9239        7224        5259        355         270         1                   3587/1704           
A     3474        1373        2101        5575        8244        1871        3960        1133        2101        1373        1                   9049/2101           
A     1518        86          1432        1876        9641        6537        9866        9661        358         86          1                   1697/716            
A     5099        1281        3818        8917        9474        7442        6994        8064        3818        1281        1                   7008/1909           
A     2942        32          2910        3524        6352        5505        3554        4745        582         32          1                   3233/1455           
A     4903        124         4779        5080        8258        3957        4661        5033        177         124         1                   9983/4779           
A     7550        1394        6156        9602        9268        5148        5021        3577        2052        1394        1                   4288/1539           
A     1538        108         1430        1681        3772        6609        8339        9354        143         108         1                   3219/1430           
A     9543        21          9522        9957        7552        5097        4666        260         414         21          1                   3250/1587           
A     4149        1376        2773        6922        1143        5988        2197        9009        2773        1376        1                   11071/2773          
A     4385        245         4140        4799        2389        8150        7921        5357        414         245         1                   2296/1035           
A     4781        284         4497        9278        8709        7044        2762        6861        4497        284         1                   14059/4497          
A     4769        49          4720        4849        2631        9465        1714        9520        80          49          1                   4809/2360           
A     6867        67          6800        7267        4816        5074        3006        1993        400         67          1                   7067/3400           
A     8779        67          8712        9505        9909        5507        3006        9794        726         67          1                   4571/2178           
A     7367        149         7218        7768        7162        4382        3905        5337        401         149         1                   5045/2406           
A     2237        179         2058        4295        9713        7321        3905        6160        2058        179         1                   3266/1029           
A     5626        1849        3777        9403        4930        8394        2864        7790        3777        1849        1                   15029/3777          
A     949         203         746         1695        4086        7633        2864        5930        746         203         1                   1322/373            
A     3487        162         3325        3962        9854        6492        2864        5820        475         162         1                   7449/3325           
A     4960        1376        3584        8544        5862        889         19          8505        3584        1376        1                   211/56              
A     8459        654         7805        9574        6092        1726        4059        95          1115        654         1                   18033/7805          
A     6414        864         5550        7524        4757        2145        259         8115        1110        864         1                   2323/925            
A     1855        795         1060        2915        8491        5542        1906        6948        1060        795         1                   9/2                 
A     5055        505         4550        5965        1577        7133        3094        9961        910         505         1                   1102/455            
A     3949        1765        2184        6133        5388        9822        3094        9688        2184        1765        1                   5041/1092           
A     5464        1577        3887        9351        7231        4226        3094        5329        3887        1577        1                   14815/3887          
A     7419        1094        6325        8684        2106        4680        1827        4648        1265        1094        1                   16103/6325          
A     6711        381         6330        7344        1023        3690        8952        9792        633         381         1                   937/422             
A     4827        74          4753        9580        5984        8816        1412        6839        4753        74          1                   14407/4753          
A     2381        385         1996        2880        14          7325        1733        5011        499         385         1                   5261/1996           
A     8439        1394        7045        9848        4517        4925        8429        3533        1409        1394        1                   18287/7045          
